avg,std,min,max,dateRange,maxsize,size,avgTrades,avgExposure,sharpe,evaluationScoreOnSecondary,evaluationScore,id
-31.23801582942664,8.24486070457907,-50.64511941107745,-15.160047692773688,2018-02-20 02:10:01 to 2018-05-21 02:10:01,50,50,30.62,338.55254275533366,-11.064410178196532,,,0
-30.09529844584581,8.196044139993294,-60.746651681350066,-14.49835180199048,,50,53,37.924528301886795,281.68584049044205,-12.940287518192767,,,1
-18.761381582827177,8.287726852362793,-41.464118111466895,-14.49835180199048,,25,10,28.0,521.4971571906354,-7.027980259493876,,,2
-19.576523341816728,9.211618946711985,-41.464118111466895,-14.410137973950668,,25,13,44.5,417.87985199225045,-11.052340244982835,,,3
-22.984231689696813,7.502416472174338,-37.22722712488101,-14.410137973950668,,25,18,22.46153846153846,325.076874435411,-8.800841663774444,,,4
-22.688795543724925,8.8034900337123,-37.22722712488101,-14.410137973950668,,25,20,23.076923076923077,499.9117857142857,-8.061153482522307,,,5
-18.7421421236185,6.42203756320406,-37.22722712488101,-14.410137973950668,,25,17,14.75,560.9616873065015,-5.77779868191417,,,6
-20.115351716329922,7.71056887761045,-36.10305501826049,-11.320705868109044,,25,18,25.0,489.47183826758635,-8.257851697199818,,,7
-20.225597630407005,8.772898521156538,-37.78300001021203,-11.285280428991783,,25,17,44.09090909090909,321.43988764999295,-10.573925149392108,,,8
-20.687230418681406,9.34997618392142,-38.07458902881869,-11.285280428991783,,25,22,18.133333333333333,481.83453700738386,-7.120664575586358,,,9
-18.34731553202305,7.098758884343141,-39.50383710514929,-11.285280428991783,,25,19,48.46153846153846,372.32038664759534,-11.372683192547937,,,10
-14.849901942708783,3.1835635688049826,-26.90670189718736,-11.285280428991783,,25,17,19.142857142857142,577.543179472746,-5.120156225670397,,,11
-17.02064434854853,7.613194035730989,-37.22722712488101,-9.283801240675032,,25,23,56.4375,87.57379967263309,-11.846767964974697,,,12
-21.742599422350434,10.252559033881008,-43.2557050134141,-9.283801240675032,,25,27,36.8235294117647,127.23321589551254,-12.299333679229775,,,13
-21.424231446179792,10.774074788249083,-40.3840003987884,-9.283801240675032,,25,24,30.428571428571427,219.49477283237263,-10.556927830948311,,,14
-15.596758057468591,7.482037363451694,-31.613770586239724,-9.283801240675032,,25,24,33.4,133.61544770359495,-9.911246841353131,,,15
-16.50002795898492,10.473934060970375,-54.9445298436296,-7.694247334314156,,25,27,62.92307692307692,119.28749177135023,-12.004000686488101,,,16
-12.685092674997836,6.208606898609796,-37.22722712488101,-7.694247334314156,,25,25,60.5,51.02718135535548,-9.711835939191293,,,17
